code,request_id,last_qty,transact_time,original_request_id
SZ.000001,724481,100,2021-05-19 09:30:21.480,646252
SZ.000001,726412,300,2021-05-19 09:30:21.810,623712
SZ.000001,730076,100,2021-05-19 09:30:22.300,649760
SZ.000001,730220,100,2021-05-19 09:30:22.320,649536
SZ.000001,730646,100,2021-05-19 09:30:22.370,650047
SZ.000001,731101,100,2021-05-19 09:30:22.410,651075
SZ.000001,731139,100,2021-05-19 09:30:22.420,650750
SZ.000001,731420,1100,2021-05-19 09:30:22.470,577125
SZ.000001,735523,100,2021-05-19 09:30:23.410,662821
SZ.000001,735544,100,2021-05-19 09:30:23.410,661835
SZ.000001,735562,100,2021-05-19 09:30:23.420,662027
SZ.000001,735851,800,2021-05-19 09:30:23.490,680944
SZ.000001,735954,100,2021-05-19 09:30:23.510,665748
SZ.000001,736639,12000,2021-05-19 09:30:23.720,562949
SZ.000001,737541,500,2021-05-19 09:30:24.000,555381
SZ.000001,737992,500,2021-05-19 09:30:24.090,443888
SZ.000001,744212,100,2021-05-19 09:30:25.220,525955
SZ.000001,745935,300,2021-05-19 09:30:25.430,697668
SZ.000001,746187,300,2021-05-19 09:30:25.480,698024
SZ.000001,747720,100,2021-05-19 09:30:25.850,592968
SZ.000001,750632,100,2021-05-19 09:30:26.600,678919
SZ.000001,751048,1200,2021-05-19 09:30:26.730,739390
SZ.000001,751352,10000,2021-05-19 09:30:26.850,388570
SZ.000001,753168,100,2021-05-19 09:30:27.360,684697
SZ.000001,755212,10100,2021-05-19 09:30:27.780,548143
SZ.000001,757051,600,2021-05-19 09:30:28.080,656860
SZ.000001,758587,100,2021-05-19 09:30:28.320,689356
SZ.000001,759171,600,2021-05-19 09:30:28.400,680288
SZ.000001,759211,200,2021-05-19 09:30:28.410,683285
SZ.000001,760068,200,2021-05-19 09:30:28.600,683284
SZ.000001,760651,1000,2021-05-19 09:30:28.760,403978
SZ.000001,761394,200,2021-05-19 09:30:28.980,683403
SZ.000001,764672,100,2021-05-19 09:30:29.790,705902
SZ.000001,765540,100,2021-05-19 09:30:29.930,683587
SZ.000001,768190,600,2021-05-19 09:30:30.540,626455
SZ.000001,768247,1600,2021-05-19 09:30:30.550,625701
SZ.000001,768299,100,2021-05-19 09:30:30.560,683390
SZ.000001,768391,1100,2021-05-19 09:30:30.580,630154
SZ.000001,770682,400,2021-05-19 09:30:30.950,557667
SZ.000001,773311,100,2021-05-19 09:30:31.340,709872
SZ.000001,773319,100,2021-05-19 09:30:31.350,709910
SZ.000001,773492,100,2021-05-19 09:30:31.370,709575
SZ.000001,773575,100,2021-05-19 09:30:31.380,709629
SZ.000001,773788,100,2021-05-19 09:30:31.390,709857
SZ.000001,773897,100,2021-05-19 09:30:31.410,710204
SZ.000001,774035,100,2021-05-19 09:30:31.430,709668
SZ.000001,774564,100,2021-05-19 09:30:31.540,714077
SZ.000001,775010,100,2021-05-19 09:30:31.640,712477
SZ.000001,779419,300,2021-05-19 09:30:32.770,736774
SZ.000001,780186,1200,2021-05-19 09:30:32.980,768214
SZ.000001,781572,100,2021-05-19 09:30:33.290,719686
SZ.000001,781607,100,2021-05-19 09:30:33.290,720056
SZ.000001,782626,1000,2021-05-19 09:30:33.540,516558
SZ.000001,783127,4400,2021-05-19 09:30:33.660,636017
SZ.000001,788421,300,2021-05-19 09:30:34.500,765219
SZ.000001,790256,200,2021-05-19 09:30:34.910,529422
SZ.000001,790551,200,2021-05-19 09:30:34.980,683283
SZ.000001,791067,200,2021-05-19 09:30:35.100,683389
SZ.000001,791779,200,2021-05-19 09:30:35.290,683342
SZ.000001,796177,200,2021-05-19 09:30:36.360,760978
SZ.000001,810065,100,2021-05-19 09:30:39.350,751055
SZ.000001,810090,100,2021-05-19 09:30:39.350,751209
SZ.000001,810158,100,2021-05-19 09:30:39.380,750992
SZ.000001,810160,100,2021-05-19 09:30:39.380,751110
SZ.000001,810175,3000,2021-05-19 09:30:39.380,537043
SZ.000001,810265,100,2021-05-19 09:30:39.400,751332
SZ.000001,815524,1000,2021-05-19 09:30:40.380,550183
SZ.000001,821550,100,2021-05-19 09:30:41.870,652321
SZ.000001,823197,900,2021-05-19 09:30:42.220,664097
SZ.000001,824428,100,2021-05-19 09:30:42.510,810721
SZ.000001,824429,100,2021-05-19 09:30:42.510,810729
SZ.000001,824445,400,2021-05-19 09:30:42.510,814506
SZ.000001,824933,2500,2021-05-19 09:30:42.600,637261
SZ.000001,831394,400,2021-05-19 09:30:43.680,739215
SZ.000001,831411,1300,2021-05-19 09:30:43.680,489704
SZ.000001,832377,100,2021-05-19 09:30:43.900,432067
SZ.000001,832874,300,2021-05-19 09:30:44.020,382491
SZ.000001,834736,400,2021-05-19 09:30:44.450,815053
SZ.000001,834900,300,2021-05-19 09:30:44.490,815052
SZ.000001,834902,200,2021-05-19 09:30:44.490,814772
SZ.000001,834908,100,2021-05-19 09:30:44.490,815051
SZ.000001,838056,200,2021-05-19 09:30:45.200,837111
SZ.000001,838057,300,2021-05-19 09:30:45.200,837113
SZ.000001,838058,300,2021-05-19 09:30:45.200,837114
SZ.000001,840721,11400,2021-05-19 09:30:45.770,697629
SZ.000001,842713,2400,2021-05-19 09:30:46.090,695440
SZ.000001,844666,200,2021-05-19 09:30:46.370,535392
SZ.000001,844673,1000,2021-05-19 09:30:46.370,786121
SZ.000001,845532,2200,2021-05-19 09:30:46.510,554820
SZ.000001,848234,100,2021-05-19 09:30:47.120,783510
SZ.000001,857785,100,2021-05-19 09:30:49.130,433861
SZ.000001,858088,300,2021-05-19 09:30:49.180,657119
SZ.000001,858096,300,2021-05-19 09:30:49.190,657131
SZ.000001,858097,300,2021-05-19 09:30:49.190,657154
SZ.000001,860467,20000,2021-05-19 09:30:49.560,548468
SZ.000001,864170,500,2021-05-19 09:30:50.400,717063
SZ.000001,864383,1100,2021-05-19 09:30:50.450,507470
SZ.000001,867882,100,2021-05-19 09:30:51.290,806419
SZ.000001,868096,100,2021-05-19 09:30:51.320,806527
SZ.000001,868104,100,2021-05-19 09:30:51.330,806444
SZ.000001,868111,100,2021-05-19 09:30:51.330,806125
SZ.000001,868654,100,2021-05-19 09:30:51.450,807296
SZ.000001,868947,500,2021-05-19 09:30:51.510,472083
SZ.000001,869096,200,2021-05-19 09:30:51.540,864805
SZ.000001,869108,800,2021-05-19 09:30:51.550,864811
SZ.000001,869109,200,2021-05-19 09:30:51.550,864739
SZ.000001,869148,200,2021-05-19 09:30:51.550,864762
SZ.000001,869167,200,2021-05-19 09:30:51.560,864742
SZ.000001,870003,100,2021-05-19 09:30:51.700,807176
SZ.000001,870064,700,2021-05-19 09:30:51.710,792372
SZ.000001,886437,500,2021-05-19 09:30:55.150,866877
SZ.000001,886530,1100,2021-05-19 09:30:55.170,867014
SZ.000001,894064,1700,2021-05-19 09:30:56.820,867602
SZ.000001,894365,100,2021-05-19 09:30:56.900,835033
SZ.000001,895137,100,2021-05-19 09:30:57.060,834460
SZ.000001,895740,300,2021-05-19 09:30:57.200,861132
SZ.000001,897414,100,2021-05-19 09:30:57.660,836779
SZ.000001,898717,100,2021-05-19 09:30:57.910,445420
SZ.000001,899567,100,2021-05-19 09:30:58.080,838264
SZ.000001,899568,100,2021-05-19 09:30:58.080,838272
SZ.000001,900990,100,2021-05-19 09:30:58.340,836489
SZ.000001,901002,100,2021-05-19 09:30:58.340,835431
SZ.000001,902661,100,2021-05-19 09:30:58.700,839845
SZ.000001,904158,100,2021-05-19 09:30:59.070,843311
SZ.000001,904820,100,2021-05-19 09:30:59.280,845413
SZ.000001,904821,100,2021-05-19 09:30:59.280,845892
SZ.000001,904827,100,2021-05-19 09:30:59.280,845473
SZ.000001,904841,100,2021-05-19 09:30:59.280,845780
SZ.000001,904845,100,2021-05-19 09:30:59.280,845483
SZ.000001,904847,100,2021-05-19 09:30:59.280,845600
SZ.000001,904941,100,2021-05-19 09:30:59.310,845476
SZ.000001,904962,100,2021-05-19 09:30:59.320,846350
SZ.000001,905437,100,2021-05-19 09:30:59.460,845812
SZ.000001,905771,500,2021-05-19 09:30:59.540,864697
SZ.000001,905772,400,2021-05-19 09:30:59.540,864698
SZ.000001,905813,100,2021-05-19 09:30:59.540,846363
SZ.000001,906116,100,2021-05-19 09:30:59.640,847043
SZ.000001,906157,100,2021-05-19 09:30:59.660,846956
SZ.000001,906335,1000,2021-05-19 09:30:59.700,558226
SZ.000001,909400,700,2021-05-19 09:31:00.350,864501
SZ.000001,911242,100,2021-05-19 09:31:00.660,849978
SZ.000001,915201,200,2021-05-19 09:31:01.110,873301
SZ.000001,916243,600,2021-05-19 09:31:01.220,398434
SZ.000001,917069,1600,2021-05-19 09:31:01.300,898055
SZ.000001,918000,300,2021-05-19 09:31:01.400,646909
SZ.000001,918416,100,2021-05-19 09:31:01.480,445407
SZ.000001,923149,600,2021-05-19 09:31:02.340,864139
SZ.000001,924661,1200,2021-05-19 09:31:02.600,595649
SZ.000001,925403,300,2021-05-19 09:31:02.690,441268
SZ.000001,931612,1600,2021-05-19 09:31:03.840,868791
SZ.000001,936128,400,2021-05-19 09:31:04.380,887711
SZ.000001,944388,1000,2021-05-19 09:31:05.930,559897
SZ.000001,947007,100,2021-05-19 09:31:06.450,869985
SZ.000001,959464,1000,2021-05-19 09:31:08.280,588269
SZ.000001,960933,400,2021-05-19 09:31:08.630,879068
SZ.000001,963453,600,2021-05-19 09:31:09.100,888561
SZ.000001,964007,4800,2021-05-19 09:31:09.200,879640
SZ.000001,968819,200,2021-05-19 09:31:10.030,611993
SZ.000001,969751,1000,2021-05-19 09:31:10.120,382396
SZ.000001,982679,200,2021-05-19 09:31:12.520,946938
SZ.000001,983025,200,2021-05-19 09:31:12.580,944494
SZ.000001,987235,1000,2021-05-19 09:31:13.170,797512
SZ.000001,989898,100,2021-05-19 09:31:13.540,635143
SZ.000001,992008,2500,2021-05-19 09:31:13.950,992007
SZ.000001,992300,2500,2021-05-19 09:31:14.010,992299
SZ.000001,993327,2500,2021-05-19 09:31:14.200,993323
SZ.000001,998002,200,2021-05-19 09:31:15.260,890759
SZ.000001,1011298,100,2021-05-19 09:31:17.610,667639
SZ.000001,1023957,200,2021-05-19 09:31:19.850,874956
SZ.000001,1027319,100,2021-05-19 09:31:20.580,693743
SZ.000001,1027644,2500,2021-05-19 09:31:20.650,1027643
SZ.000001,1030672,100,2021-05-19 09:31:21.280,961268
SZ.000001,1031298,400,2021-05-19 09:31:21.430,982296
SZ.000001,1036106,1600,2021-05-19 09:31:22.120,1010936
SZ.000001,1045769,6100,2021-05-19 09:31:24.070,1032008
SZ.000001,1055581,200,2021-05-19 09:31:25.690,970225
SZ.000001,1056881,1000,2021-05-19 09:31:25.990,788050
SZ.000001,1058524,100,2021-05-19 09:31:26.340,992301
SZ.000001,1076370,100,2021-05-19 09:31:29.630,1064089
SZ.000001,1079016,1000,2021-05-19 09:31:30.250,994347
SZ.000001,1082477,100,2021-05-19 09:31:30.830,1033783
SZ.000001,1082482,100,2021-05-19 09:31:30.830,1033786
SZ.000001,1082483,100,2021-05-19 09:31:30.830,1033787
SZ.000001,1082485,100,2021-05-19 09:31:30.830,1033789
SZ.000001,1082674,100,2021-05-19 09:31:30.860,1034277
SZ.000001,1090136,400,2021-05-19 09:31:32.080,888769
SZ.000001,1094950,500,2021-05-19 09:31:33.200,729024
SZ.000001,1096469,300,2021-05-19 09:31:33.540,1080523
SZ.000001,1104075,200,2021-05-19 09:31:34.800,1092776
SZ.000001,1104108,100,2021-05-19 09:31:34.800,1092779
SZ.000001,1110264,900,2021-05-19 09:31:36.220,825020
SZ.000001,1111049,100,2021-05-19 09:31:36.420,869428
SZ.000001,1113340,100,2021-05-19 09:31:36.820,1065823
SZ.000001,1113350,100,2021-05-19 09:31:36.820,1065828
SZ.000001,1119869,6600,2021-05-19 09:31:37.900,424722
SZ.000001,1122397,300,2021-05-19 09:31:38.430,994722
SZ.000001,1124201,3000,2021-05-19 09:31:38.840,503295
SZ.000001,1125338,200,2021-05-19 09:31:39.160,512337
SZ.000001,1127579,1000,2021-05-19 09:31:39.660,996258
SZ.000001,1137421,7100,2021-05-19 09:31:41.560,1097305
SZ.000001,1138555,100,2021-05-19 09:31:41.830,1118974
SZ.000001,1140648,200,2021-05-19 09:31:42.310,1118924
SZ.000001,1165266,100,2021-05-19 09:31:46.980,819872
SZ.000001,1169744,200,2021-05-19 09:31:48.010,438241
SZ.000001,1179306,600,2021-05-19 09:31:49.830,1155689
SZ.000001,1179401,4600,2021-05-19 09:31:49.840,1179379
SZ.000001,1179405,1300,2021-05-19 09:31:49.840,1179380
SZ.000001,1179406,1500,2021-05-19 09:31:49.840,1179383
SZ.000001,1179407,4000,2021-05-19 09:31:49.840,1179385
SZ.000001,1179408,900,2021-05-19 09:31:49.840,1179384
SZ.000001,1179413,600,2021-05-19 09:31:49.840,1179395
SZ.000001,1179457,2600,2021-05-19 09:31:49.860,1179435
SZ.000001,1179907,300,2021-05-19 09:31:49.960,1179373
SZ.000001,1179908,1200,2021-05-19 09:31:49.960,1179370
SZ.000001,1179909,1800,2021-05-19 09:31:49.960,1179374
SZ.000001,1179919,133,2021-05-19 09:31:49.960,1179375
SZ.000001,1179920,4400,2021-05-19 09:31:49.960,1179382
SZ.000001,1179921,4600,2021-05-19 09:31:49.960,1179388
SZ.000001,1179922,1600,2021-05-19 09:31:49.960,1179389
SZ.000001,1180187,300,2021-05-19 09:31:50.040,1179372
SZ.000001,1180683,3400,2021-05-19 09:31:50.160,1179376
SZ.000001,1188445,1700,2021-05-19 09:31:51.890,1179378
SZ.000001,1188619,100,2021-05-19 09:31:51.920,1179390
SZ.000001,1188661,100,2021-05-19 09:31:51.930,1179386
SZ.000001,1188680,100,2021-05-19 09:31:51.930,1179396
SZ.000001,1188716,200,2021-05-19 09:31:51.940,1179525
SZ.000001,1188732,200,2021-05-19 09:31:51.940,1179434
SZ.000001,1188741,300,2021-05-19 09:31:51.950,1179391
SZ.000001,1188767,100,2021-05-19 09:31:51.950,1179507
SZ.000001,1188800,100,2021-05-19 09:31:51.960,1179529
SZ.000001,1188813,200,2021-05-19 09:31:51.960,1179523
SZ.000001,1188822,300,2021-05-19 09:31:51.960,1179526
SZ.000001,1188906,100,2021-05-19 09:31:51.980,1179527
SZ.000001,1188917,100,2021-05-19 09:31:51.990,1179522
SZ.000001,1188925,100,2021-05-19 09:31:51.990,1179656
SZ.000001,1188930,100,2021-05-19 09:31:51.990,1179521
SZ.000001,1188952,200,2021-05-19 09:31:51.990,1179506
SZ.000001,1189874,300,2021-05-19 09:31:52.140,1180219
SZ.000001,1191283,100,2021-05-19 09:31:52.400,957452
SZ.000001,1196564,2000,2021-05-19 09:31:53.670,592451
SZ.000001,1201762,1000,2021-05-19 09:31:54.870,1079131
SZ.000001,1202590,1300,2021-05-19 09:31:55.010,881756
SZ.000001,1214061,21000,2021-05-19 09:31:57.510,1179387
SZ.000001,1218512,100,2021-05-19 09:31:58.310,864582
SZ.000001,1222738,10000,2021-05-19 09:31:59.250,788950
SZ.000001,1225840,100,2021-05-19 09:32:00.000,852451
SZ.000001,1227373,100,2021-05-19 09:32:00.320,1165819
SZ.000001,1227445,100,2021-05-19 09:32:00.340,1165961
SZ.000001,1227448,100,2021-05-19 09:32:00.340,1166562
SZ.000001,1227520,100,2021-05-19 09:32:00.360,1165983
SZ.000001,1227546,100,2021-05-19 09:32:00.360,1166057
SZ.000001,1227556,100,2021-05-19 09:32:00.360,1166081
SZ.000001,1227618,100,2021-05-19 09:32:00.380,1166566
SZ.000001,1227620,100,2021-05-19 09:32:00.380,1166116
SZ.000001,1227836,100,2021-05-19 09:32:00.400,1166831
SZ.000001,1227927,100,2021-05-19 09:32:00.410,1166495
SZ.000001,1228033,100,2021-05-19 09:32:00.430,1166973
SZ.000001,1228034,100,2021-05-19 09:32:00.430,1167407
SZ.000001,1228072,100,2021-05-19 09:32:00.440,1167153
SZ.000001,1228161,100,2021-05-19 09:32:00.470,1167017
SZ.000001,1228255,100,2021-05-19 09:32:00.490,1166123
SZ.000001,1228301,100,2021-05-19 09:32:00.500,1167014
SZ.000001,1228432,100,2021-05-19 09:32:00.530,1166414
SZ.000001,1228652,100,2021-05-19 09:32:00.560,1168232
SZ.000001,1228842,100,2021-05-19 09:32:00.600,1166551
SZ.000001,1228843,100,2021-05-19 09:32:00.600,1166893
SZ.000001,1228910,100,2021-05-19 09:32:00.610,1166471
SZ.000001,1228911,100,2021-05-19 09:32:00.620,1166558
SZ.000001,1228976,100,2021-05-19 09:32:00.620,1166552
SZ.000001,1228982,100,2021-05-19 09:32:00.620,1166295
SZ.000001,1228984,100,2021-05-19 09:32:00.620,1166853
SZ.000001,1228987,100,2021-05-19 09:32:00.620,1166553
SZ.000001,1228993,100,2021-05-19 09:32:00.630,1166636
SZ.000001,1228997,100,2021-05-19 09:32:00.630,1166792
SZ.000001,1229191,100,2021-05-19 09:32:00.660,1168946
SZ.000001,1229420,100,2021-05-19 09:32:00.700,1166832
SZ.000001,1233139,100,2021-05-19 09:32:01.360,1167642
SZ.000001,1233143,100,2021-05-19 09:32:01.360,1172178
SZ.000001,1244121,400,2021-05-19 09:32:03.430,1244107
SZ.000001,1244125,100,2021-05-19 09:32:03.440,1244112
SZ.000001,1244192,200,2021-05-19 09:32:03.440,1244114
SZ.000001,1244512,1300,2021-05-19 09:32:03.480,1244281
SZ.000001,1244868,200,2021-05-19 09:32:03.530,1244108
SZ.000001,1244869,200,2021-05-19 09:32:03.530,1244111
SZ.000001,1250984,200,2021-05-19 09:32:04.480,1244189
SZ.000001,1253410,8300,2021-05-19 09:32:04.940,510624
SZ.000001,1256341,200,2021-05-19 09:32:05.490,1244787
SZ.000001,1256397,600,2021-05-19 09:32:05.490,1244098
SZ.000001,1256528,300,2021-05-19 09:32:05.520,1244115
SZ.000001,1256573,1000,2021-05-19 09:32:05.520,1244099
SZ.000001,1256659,1000,2021-05-19 09:32:05.530,1244142
SZ.000001,1256670,500,2021-05-19 09:32:05.540,1244339
SZ.000001,1256672,100,2021-05-19 09:32:05.540,1244350
SZ.000001,1256673,100,2021-05-19 09:32:05.540,1244352
SZ.000001,1256678,200,2021-05-19 09:32:05.540,1244096
SZ.000001,1256689,300,2021-05-19 09:32:05.540,1244335
SZ.000001,1256690,200,2021-05-19 09:32:05.540,1244345
SZ.000001,1256702,200,2021-05-19 09:32:05.550,1244278
SZ.000001,1256747,100,2021-05-19 09:32:05.550,1244337
SZ.000001,1256842,200,2021-05-19 09:32:05.580,1244448
SZ.000001,1256893,200,2021-05-19 09:32:05.590,1244508
SZ.000001,1256953,300,2021-05-19 09:32:05.600,1244486
SZ.000001,1257294,100,2021-05-19 09:32:05.670,1245346
SZ.000001,1260058,2000,2021-05-19 09:32:06.270,894411
SZ.000001,1261229,100,2021-05-19 09:32:06.520,1244840
SZ.000001,1261243,100,2021-05-19 09:32:06.520,1244836
SZ.000001,1261244,100,2021-05-19 09:32:06.520,1244838
SZ.000001,1261245,100,2021-05-19 09:32:06.520,1244837
SZ.000001,1261247,100,2021-05-19 09:32:06.520,1244839
SZ.000001,1261678,100,2021-05-19 09:32:06.610,1246965
SZ.000001,1272834,1800,2021-05-19 09:32:08.410,889609
SZ.000001,1273665,200,2021-05-19 09:32:08.620,1211753
SZ.000001,1277552,1100,2021-05-19 09:32:09.530,1253692
SZ.000001,1277617,1400,2021-05-19 09:32:09.530,1253610
SZ.000001,1277840,500,2021-05-19 09:32:09.570,638005
SZ.000001,1277865,200,2021-05-19 09:32:09.580,638234
SZ.000001,1282473,100,2021-05-19 09:32:10.440,1213918
SZ.000001,1282484,100,2021-05-19 09:32:10.440,1214348
SZ.000001,1282489,100,2021-05-19 09:32:10.450,1214340
SZ.000001,1282491,100,2021-05-19 09:32:10.450,1214758
SZ.000001,1282591,100,2021-05-19 09:32:10.460,1214551
SZ.000001,1282592,100,2021-05-19 09:32:10.460,1214563
SZ.000001,1282665,100,2021-05-19 09:32:10.470,1214018
SZ.000001,1282762,100,2021-05-19 09:32:10.490,1213659
SZ.000001,1282795,100,2021-05-19 09:32:10.490,1214308
SZ.000001,1282801,100,2021-05-19 09:32:10.500,1214296
SZ.000001,1282803,100,2021-05-19 09:32:10.500,1214301
SZ.000001,1282804,100,2021-05-19 09:32:10.500,1214307
SZ.000001,1282870,100,2021-05-19 09:32:10.500,1214635
SZ.000001,1282884,100,2021-05-19 09:32:10.510,1214463
SZ.000001,1282928,100,2021-05-19 09:32:10.520,1215101
SZ.000001,1283031,100,2021-05-19 09:32:10.540,1215860
SZ.000001,1283177,100,2021-05-19 09:32:10.570,1215206
SZ.000001,1283303,100,2021-05-19 09:32:10.590,1214746
SZ.000001,1283319,100,2021-05-19 09:32:10.600,1216134
SZ.000001,1283602,100,2021-05-19 09:32:10.660,1213667
SZ.000001,1283792,100,2021-05-19 09:32:10.710,1215455
SZ.000001,1284735,200,2021-05-19 09:32:10.950,1234632
SZ.000001,1287064,300,2021-05-19 09:32:11.470,1185185
SZ.000001,1287120,100,2021-05-19 09:32:11.480,1219823
SZ.000001,1287327,100,2021-05-19 09:32:11.510,1219684
SZ.000001,1287772,100,2021-05-19 09:32:11.600,1220545
SZ.000001,1288060,100,2021-05-19 09:32:11.680,1220813
SZ.000001,1291738,300,2021-05-19 09:32:12.600,724893
SZ.000001,1295110,100,2021-05-19 09:32:13.200,1256813
SZ.000001,1297220,100,2021-05-19 09:32:13.600,1210194
SZ.000001,1297852,1900,2021-05-19 09:32:13.780,1140783
SZ.000001,1303422,100,2021-05-19 09:32:15.160,1213411
SZ.000001,1304871,600,2021-05-19 09:32:15.560,1263567
SZ.000001,1305868,25600,2021-05-19 09:32:15.760,1270139
SZ.000001,1306555,300,2021-05-19 09:32:15.910,1236424
SZ.000001,1307325,4600,2021-05-19 09:32:16.050,1195210
SZ.000001,1309582,1500,2021-05-19 09:32:16.460,1250174
SZ.000001,1310007,4900,2021-05-19 09:32:16.540,1192229
SZ.000001,1310055,200,2021-05-19 09:32:16.550,1261352
SZ.000001,1310072,300,2021-05-19 09:32:16.560,1261430
SZ.000001,1310073,200,2021-05-19 09:32:16.560,1261422
SZ.000001,1310403,300,2021-05-19 09:32:16.650,1256249
SZ.000001,1310404,200,2021-05-19 09:32:16.650,1256247
SZ.000001,1310499,200,2021-05-19 09:32:16.660,1253759
SZ.000001,1311839,100,2021-05-19 09:32:16.990,1260749
SZ.000001,1311906,200,2021-05-19 09:32:17.010,1260834
SZ.000001,1312514,200,2021-05-19 09:32:17.140,1262848
SZ.000001,1312515,200,2021-05-19 09:32:17.140,1262874
SZ.000001,1317951,100,2021-05-19 09:32:18.460,501647
SZ.000001,1318182,600,2021-05-19 09:32:18.510,1261302
SZ.000001,1318183,600,2021-05-19 09:32:18.510,1261301
SZ.000001,1318189,200,2021-05-19 09:32:18.510,1261281
SZ.000001,1318190,400,2021-05-19 09:32:18.510,1261280
SZ.000001,1318191,400,2021-05-19 09:32:18.510,1261279
SZ.000001,1318192,200,2021-05-19 09:32:18.510,1261277
SZ.000001,1318193,600,2021-05-19 09:32:18.510,1261276
SZ.000001,1318194,500,2021-05-19 09:32:18.510,1261285
