code,order_time,request_id,order_price,order_qty,side
SZ.000001,2021-05-19 09:30:00.140,391602,23.4,1000,Bid
SZ.000001,2021-05-19 09:30:00.140,391763,22.5,1000,Bid
SZ.000001,2021-05-19 09:30:00.140,392056,23.82,13000,Ask
SZ.000001,2021-05-19 09:30:00.140,392897,23.6,1000,Bid
SZ.000001,2021-05-19 09:30:00.140,392996,23.81,300,Bid
SZ.000001,2021-05-19 09:30:00.150,393356,23.98,1300,Ask
SZ.000001,2021-05-19 09:30:00.160,394997,24.6,4800,Ask
SZ.000001,2021-05-19 09:30:00.160,395177,24.2,200,Ask
SZ.000001,2021-05-19 09:30:00.160,395316,24.88,1000,Ask
SZ.000001,2021-05-19 09:30:00.160,395317,25.18,1000,Ask
SZ.000001,2021-05-19 09:30:00.160,395515,22.38,100,Bid
SZ.000001,2021-05-19 09:30:00.160,396066,23.7,600,Bid
SZ.000001,2021-05-19 09:30:00.170,396419,23.5,600,Bid
SZ.000001,2021-05-19 09:30:00.170,396473,23.6,1500,Bid
SZ.000001,2021-05-19 09:30:00.170,396515,23.5,400,Bid
SZ.000001,2021-05-19 09:30:00.170,397437,23.7,5000,Bid
SZ.000001,2021-05-19 09:30:00.180,397989,23.82,1000,Ask
SZ.000001,2021-05-19 09:30:00.180,398434,23.63,600,Bid
SZ.000001,2021-05-19 09:30:00.180,398456,24.64,200,Ask
SZ.000001,2021-05-19 09:30:00.180,398533,22.6,5500,Bid
SZ.000001,2021-05-19 09:30:00.180,398556,23.93,400,Ask
SZ.000001,2021-05-19 09:30:00.180,398832,23.84,200,Ask
SZ.000001,2021-05-19 09:30:00.180,398851,23.84,800,Ask
SZ.000001,2021-05-19 09:30:00.180,398945,23.84,800,Ask
SZ.000001,2021-05-19 09:30:00.190,399862,23.27,400,Bid
SZ.000001,2021-05-19 09:30:00.190,400455,23.56,600,Bid
SZ.000001,2021-05-19 09:30:00.200,401777,23.82,200,Ask
SZ.000001,2021-05-19 09:30:00.210,402004,23.3,600,Bid
SZ.000001,2021-05-19 09:30:00.210,402105,23.39,100,Bid
SZ.000001,2021-05-19 09:30:00.210,402119,23.11,100,Bid
SZ.000001,2021-05-19 09:30:00.210,402138,22.93,100,Bid
SZ.000001,2021-05-19 09:30:00.210,402149,23.52,300,Bid
SZ.000001,2021-05-19 09:30:00.220,403134,24.6,100,Ask
SZ.000001,2021-05-19 09:30:00.220,403210,23.85,1000,Bid
SZ.000001,2021-05-19 09:30:00.220,403268,26.29,100,Ask
SZ.000001,2021-05-19 09:30:00.220,403328,25.98,500,Ask
SZ.000001,2021-05-19 09:30:00.220,403369,23.84,500,Ask
SZ.000001,2021-05-19 09:30:00.220,403435,23.84,400,Ask
SZ.000001,2021-05-19 09:30:00.220,403488,24.0,1000,Ask
SZ.000001,2021-05-19 09:30:00.220,403749,23.7,1000,Ask
SZ.000001,2021-05-19 09:30:00.220,403978,23.84,1000,Ask
SZ.000001,2021-05-19 09:30:00.230,404015,23.87,300,Ask
SZ.000001,2021-05-19 09:30:00.230,404051,23.22,100,Bid
SZ.000001,2021-05-19 09:30:00.230,404694,23.87,300,Ask
SZ.000001,2021-05-19 09:30:00.230,404742,23.87,300,Ask
SZ.000001,2021-05-19 09:30:00.240,405416,23.8,12000,Ask
SZ.000001,2021-05-19 09:30:00.240,405582,23.08,1000,Bid
SZ.000001,2021-05-19 09:30:00.240,405862,23.22,100,Bid
SZ.000001,2021-05-19 09:30:00.250,406363,24.09,200,Ask
SZ.000001,2021-05-19 09:30:00.250,406576,24.18,10000,Ask
SZ.000001,2021-05-19 09:30:00.250,406865,23.33,200,Bid
SZ.000001,2021-05-19 09:30:00.250,407494,25.25,100,Ask
SZ.000001,2021-05-19 09:30:00.260,407980,23.85,100,Bid
SZ.000001,2021-05-19 09:30:00.260,408142,22.5,1000,Bid
SZ.000001,2021-05-19 09:30:00.260,408380,22.5,100,Bid
SZ.000001,2021-05-19 09:30:00.260,408698,24.38,20000,Ask
SZ.000001,2021-05-19 09:30:00.260,408702,23.85,200,Bid
SZ.000001,2021-05-19 09:30:00.260,408919,24.25,300,Ask
SZ.000001,2021-05-19 09:30:00.270,409463,23.77,500,Ask
SZ.000001,2021-05-19 09:30:00.270,409974,23.65,100,Bid
SZ.000001,2021-05-19 09:30:00.280,410266,25.18,100,Ask
SZ.000001,2021-05-19 09:30:00.280,410296,23.0,800,Bid
SZ.000001,2021-05-19 09:30:00.280,410844,24.5,100,Ask
SZ.000001,2021-05-19 09:30:00.290,411040,23.77,500,Ask
SZ.000001,2021-05-19 09:30:00.290,411246,23.6,1000,Bid
SZ.000001,2021-05-19 09:30:00.290,411324,25.89,100,Ask
SZ.000001,2021-05-19 09:30:00.290,411384,23.85,100,Ask
SZ.000001,2021-05-19 09:30:00.300,412116,24.78,800,Ask
SZ.000001,2021-05-19 09:30:00.300,412156,25.14,1600,Ask
SZ.000001,2021-05-19 09:30:00.300,412599,23.01,100,Bid
SZ.000001,2021-05-19 09:30:00.320,413603,25.3,500,Ask
SZ.000001,2021-05-19 09:30:00.320,413810,23.76,1000,Bid
SZ.000001,2021-05-19 09:30:00.320,413910,23.75,1000,Bid
SZ.000001,2021-05-19 09:30:00.320,413991,23.01,200,Bid
SZ.000001,2021-05-19 09:30:00.330,414782,22.5,500,Bid
SZ.000001,2021-05-19 09:30:00.330,415296,23.4,400,Bid
SZ.000001,2021-05-19 09:30:00.340,416170,26.26,100,Ask
SZ.000001,2021-05-19 09:30:00.340,416369,24.2,1000,Ask
SZ.000001,2021-05-19 09:30:00.350,417023,23.55,1000,Bid
SZ.000001,2021-05-19 09:30:00.350,417469,22.0,100,Bid
SZ.000001,2021-05-19 09:30:00.350,417774,26.0,100,Ask
SZ.000001,2021-05-19 09:30:00.360,418756,23.88,400,Ask
SZ.000001,2021-05-19 09:30:00.370,419083,23.97,1200,Ask
SZ.000001,2021-05-19 09:30:00.370,419501,24.0,100,Ask
SZ.000001,2021-05-19 09:30:00.370,419533,23.85,200,Bid
SZ.000001,2021-05-19 09:30:00.380,420184,23.2,300,Bid
SZ.000001,2021-05-19 09:30:00.380,420364,23.65,400,Bid
SZ.000001,2021-05-19 09:30:00.390,421105,23.42,1000,Bid
SZ.000001,2021-05-19 09:30:00.400,421404,24.44,1500,Ask
SZ.000001,2021-05-19 09:30:00.400,421961,23.69,500,Bid
SZ.000001,2021-05-19 09:30:00.420,423037,24.28,100,Ask
SZ.000001,2021-05-19 09:30:00.420,423326,24.3,100,Ask
SZ.000001,2021-05-19 09:30:00.420,423335,22.01,200,Bid
SZ.000001,2021-05-19 09:30:00.420,423462,23.21,400,Bid
SZ.000001,2021-05-19 09:30:00.420,423678,23.43,1000,Bid
SZ.000001,2021-05-19 09:30:00.430,424322,23.8,500,Ask
SZ.000001,2021-05-19 09:30:00.430,424722,23.95,6600,Ask
SZ.000001,2021-05-19 09:30:00.430,424883,24.4,2000,Ask
SZ.000001,2021-05-19 09:30:00.430,424928,25.6,100,Ask
SZ.000001,2021-05-19 09:30:00.430,424938,24.49,200,Ask
SZ.000001,2021-05-19 09:30:00.430,424994,23.45,500,Bid
SZ.000001,2021-05-19 09:30:00.440,425107,23.82,500,Ask
SZ.000001,2021-05-19 09:30:00.440,425356,24.2,1000,Ask
SZ.000001,2021-05-19 09:30:00.440,425432,23.25,100,Bid
SZ.000001,2021-05-19 09:30:00.440,425482,24.1,200,Ask
SZ.000001,2021-05-19 09:30:00.460,426265,24.2,100,Ask
SZ.000001,2021-05-19 09:30:00.460,426763,23.82,3200,Ask
SZ.000001,2021-05-19 09:30:00.470,427097,24.52,1000,Ask
SZ.000001,2021-05-19 09:30:00.480,427790,23.37,1000,Bid
SZ.000001,2021-05-19 09:30:00.480,428127,23.61,600,Bid
SZ.000001,2021-05-19 09:30:00.490,428393,23.61,300,Bid
SZ.000001,2021-05-19 09:30:00.500,429051,23.73,5000,Bid
SZ.000001,2021-05-19 09:30:00.500,429072,24.98,3800,Ask
SZ.000001,2021-05-19 09:30:00.510,430051,23.79,10900,Ask
SZ.000001,2021-05-19 09:30:00.520,430513,23.87,400,Ask
SZ.000001,2021-05-19 09:30:00.530,431295,23.81,300,Ask
SZ.000001,2021-05-19 09:30:00.530,431699,23.8,4200,Ask
SZ.000001,2021-05-19 09:30:00.530,431740,23.85,1300,Bid
SZ.000001,2021-05-19 09:30:00.530,431840,23.6,2000,Bid
SZ.000001,2021-05-19 09:30:00.530,432067,23.82,100,Ask
SZ.000001,2021-05-19 09:30:00.550,433029,23.8,20000,Ask
SZ.000001,2021-05-19 09:30:00.560,433861,21.51,100,Bid
SZ.000001,2021-05-19 09:30:00.570,434889,23.82,9200,Ask
SZ.000001,2021-05-19 09:30:00.580,435078,24.19,500,Ask
SZ.000001,2021-05-19 09:30:00.580,435228,23.41,500,Bid
SZ.000001,2021-05-19 09:30:00.590,436238,23.4,1000,Bid
SZ.000001,2021-05-19 09:30:00.590,436322,23.5,1000,Bid
SZ.000001,2021-05-19 09:30:00.610,437552,23.9,300,Ask
SZ.000001,2021-05-19 09:30:00.620,438241,23.31,200,Bid
SZ.000001,2021-05-19 09:30:00.620,438264,23.8,800,Bid
SZ.000001,2021-05-19 09:30:00.620,438808,23.61,600,Bid
SZ.000001,2021-05-19 09:30:00.630,439105,23.82,6400,Bid
SZ.000001,2021-05-19 09:30:00.640,440094,23.9,300,Ask
SZ.000001,2021-05-19 09:30:00.650,440282,24.3,22000,Ask
SZ.000001,2021-05-19 09:30:00.650,440301,23.2,100,Bid
SZ.000001,2021-05-19 09:30:00.650,440520,23.82,300,Ask
SZ.000001,2021-05-19 09:30:00.660,441123,23.88,400,Ask
SZ.000001,2021-05-19 09:30:00.660,441268,23.82,300,Ask
SZ.000001,2021-05-19 09:30:00.660,441387,25.0,100,Ask
SZ.000001,2021-05-19 09:30:00.670,441635,23.8,300,Bid
SZ.000001,2021-05-19 09:30:00.670,441684,23.3,300,Bid
SZ.000001,2021-05-19 09:30:00.690,442996,24.33,100,Ask
SZ.000001,2021-05-19 09:30:00.690,443266,23.85,700,Bid
SZ.000001,2021-05-19 09:30:00.690,443319,23.3,300,Bid
SZ.000001,2021-05-19 09:30:00.690,443329,23.21,1100,Bid
SZ.000001,2021-05-19 09:30:00.690,443391,23.8,3000,Ask
SZ.000001,2021-05-19 09:30:00.690,443440,24.08,200,Ask
SZ.000001,2021-05-19 09:30:00.690,443666,23.8,300,Ask
SZ.000001,2021-05-19 09:30:00.700,443888,23.85,500,Ask
SZ.000001,2021-05-19 09:30:00.710,444496,23.76,1000,Bid
SZ.000001,2021-05-19 09:30:00.710,445093,24.18,200,Ask
SZ.000001,2021-05-19 09:30:00.720,445407,21.51,100,Bid
SZ.000001,2021-05-19 09:30:00.720,445420,21.51,100,Bid
SZ.000001,2021-05-19 09:30:00.740,446508,25.0,500,Ask
SZ.000001,2021-05-19 09:30:00.740,446520,24.01,300,Ask
SZ.000001,2021-05-19 09:30:00.750,447153,23.5,100,Bid
SZ.000001,2021-05-19 09:30:00.750,447200,23.88,1000,Ask
SZ.000001,2021-05-19 09:30:00.760,447974,23.31,5000,Bid
SZ.000001,2021-05-19 09:30:00.760,448098,23.31,5000,Bid
SZ.000001,2021-05-19 09:30:00.760,448166,23.5,4000,Bid
SZ.000001,2021-05-19 09:30:00.760,448169,23.0,100,Bid
SZ.000001,2021-05-19 09:30:00.790,449942,23.72,10000,Bid
SZ.000001,2021-05-19 09:30:00.810,450887,23.82,200,Bid
SZ.000001,2021-05-19 09:30:00.830,451635,24.15,1500,Ask
SZ.000001,2021-05-19 09:30:00.830,451845,22.5,100,Bid
SZ.000001,2021-05-19 09:30:00.840,452057,24.7,2000,Ask
SZ.000001,2021-05-19 09:30:00.840,452133,23.7,200,Bid
SZ.000001,2021-05-19 09:30:00.860,453107,23.82,100,Ask
SZ.000001,2021-05-19 09:30:00.860,453262,23.79,400,Ask
SZ.000001,2021-05-19 09:30:00.880,454353,23.85,200,Ask
SZ.000001,2021-05-19 09:30:00.880,454487,23.25,1000,Bid
SZ.000001,2021-05-19 09:30:00.880,454538,23.85,1000,Ask
SZ.000001,2021-05-19 09:30:00.900,455469,23.82,500,Bid
SZ.000001,2021-05-19 09:30:00.900,455800,23.28,500,Bid
SZ.000001,2021-05-19 09:30:00.910,456170,23.85,500,Bid
SZ.000001,2021-05-19 09:30:00.950,457990,24.5,1000,Ask
SZ.000001,2021-05-19 09:30:00.950,458126,23.82,200,Ask
SZ.000001,2021-05-19 09:30:00.970,459259,23.8,400,Ask
SZ.000001,2021-05-19 09:30:00.970,459263,24.3,4400,Ask
SZ.000001,2021-05-19 09:30:00.970,459284,23.0,300,Bid
SZ.000001,2021-05-19 09:30:00.980,459406,26.0,100,Ask
SZ.000001,2021-05-19 09:30:00.980,459635,26.29,1000,Ask
SZ.000001,2021-05-19 09:30:00.980,459715,24.25,300,Ask
SZ.000001,2021-05-19 09:30:00.990,459921,23.95,300,Ask
SZ.000001,2021-05-19 09:30:01.000,460363,23.5,1000,Bid
SZ.000001,2021-05-19 09:30:01.000,460494,23.8,100,Ask
SZ.000001,2021-05-19 09:30:01.000,460510,23.8,800,Ask
SZ.000001,2021-05-19 09:30:01.020,461129,23.0,100,Bid
SZ.000001,2021-05-19 09:30:01.020,461134,23.8,400,Ask
SZ.000001,2021-05-19 09:30:01.030,461696,23.8,500,Bid
SZ.000001,2021-05-19 09:30:01.030,461807,23.45,300,Bid
SZ.000001,2021-05-19 09:30:01.030,461829,23.41,300,Bid
SZ.000001,2021-05-19 09:30:01.030,462119,23.32,400,Bid
SZ.000001,2021-05-19 09:30:01.030,462135,23.85,500,Ask
SZ.000001,2021-05-19 09:30:01.030,462181,23.22,500,Bid
SZ.000001,2021-05-19 09:30:01.050,462750,23.51,1600,Bid
SZ.000001,2021-05-19 09:30:01.060,463402,22.08,1000,Bid
SZ.000001,2021-05-19 09:30:01.090,464761,25.88,600,Ask
SZ.000001,2021-05-19 09:30:01.100,465870,23.82,100,Bid
SZ.000001,2021-05-19 09:30:01.100,465961,23.85,10000,Ask
SZ.000001,2021-05-19 09:30:01.110,466180,23.79,1300,Bid
SZ.000001,2021-05-19 09:30:01.110,466322,23.75,1000,Bid
SZ.000001,2021-05-19 09:30:01.110,466330,23.82,100,Bid
SZ.000001,2021-05-19 09:30:01.120,466884,23.82,100,Bid
SZ.000001,2021-05-19 09:30:01.130,467292,23.62,10000,Bid
SZ.000001,2021-05-19 09:30:01.130,467363,23.7,1000,Bid
SZ.000001,2021-05-19 09:30:01.140,467766,24.5,19900,Ask
SZ.000001,2021-05-19 09:30:01.140,467935,23.82,100,Ask
SZ.000001,2021-05-19 09:30:01.140,468039,23.7,400,Bid
SZ.000001,2021-05-19 09:30:01.150,468527,23.5,1000,Bid
SZ.000001,2021-05-19 09:30:01.160,468687,23.97,200,Ask
SZ.000001,2021-05-19 09:30:01.160,468985,23.3,2100,Bid
SZ.000001,2021-05-19 09:30:01.180,469706,23.79,1500,Ask
SZ.000001,2021-05-19 09:30:01.180,469893,23.0,200,Bid
SZ.000001,2021-05-19 09:30:01.180,469943,23.79,100,Bid
SZ.000001,2021-05-19 09:30:01.200,470705,23.58,900,Bid
SZ.000001,2021-05-19 09:30:01.200,470909,23.0,100,Bid
SZ.000001,2021-05-19 09:30:01.210,471005,23.82,9000,Ask
SZ.000001,2021-05-19 09:30:01.210,471264,23.75,800,Bid
SZ.000001,2021-05-19 09:30:01.220,471679,24.3,500,Ask
SZ.000001,2021-05-19 09:30:01.220,471763,24.4,500,Ask
SZ.000001,2021-05-19 09:30:01.220,471846,23.82,1000,Ask
SZ.000001,2021-05-19 09:30:01.230,472083,23.82,500,Ask
SZ.000001,2021-05-19 09:30:01.230,472346,23.6,1500,Bid
SZ.000001,2021-05-19 09:30:01.240,472552,24.5,100,Ask
SZ.000001,2021-05-19 09:30:01.240,472606,23.5,2200,Bid
SZ.000001,2021-05-19 09:30:01.260,473613,23.2,1000,Bid
SZ.000001,2021-05-19 09:30:01.260,473759,23.0,100,Bid
SZ.000001,2021-05-19 09:30:01.270,474533,24.52,500,Ask
SZ.000001,2021-05-19 09:30:01.280,474796,23.79,1300,Ask
SZ.000001,2021-05-19 09:30:01.290,475904,23.63,3000,Bid
SZ.000001,2021-05-19 09:30:01.290,475931,23.5,500,Bid
SZ.000001,2021-05-19 09:30:01.300,476166,23.5,1000,Bid
SZ.000001,2021-05-19 09:30:01.310,476624,24.65,500,Ask
SZ.000001,2021-05-19 09:30:01.310,476636,23.78,2600,Ask
SZ.000001,2021-05-19 09:30:01.310,476868,23.32,1000,Bid
SZ.000001,2021-05-19 09:30:01.320,477754,23.53,5500,Bid
SZ.000001,2021-05-19 09:30:01.340,478511,23.3,1300,Bid
SZ.000001,2021-05-19 09:30:01.350,479301,23.75,400,Bid
SZ.000001,2021-05-19 09:30:01.350,479453,23.83,200,Ask
SZ.000001,2021-05-19 09:30:01.350,479494,24.5,100,Ask
SZ.000001,2021-05-19 09:30:01.390,481210,24.5,600,Ask
SZ.000001,2021-05-19 09:30:01.400,481732,23.81,100,Bid
SZ.000001,2021-05-19 09:30:01.400,481750,25.08,1200,Ask
SZ.000001,2021-05-19 09:30:01.410,482180,23.51,200,Bid
SZ.000001,2021-05-19 09:30:01.420,482704,23.89,1700,Bid
SZ.000001,2021-05-19 09:30:01.430,483474,23.7,500,Bid
SZ.000001,2021-05-19 09:30:01.440,483928,23.82,200,Ask
SZ.000001,2021-05-19 09:30:01.440,483934,23.5,1000,Bid
SZ.000001,2021-05-19 09:30:01.450,484407,24.63,500,Ask
SZ.000001,2021-05-19 09:30:01.450,484466,23.1,300,Bid
SZ.000001,2021-05-19 09:30:01.450,484552,23.59,600,Bid
SZ.000001,2021-05-19 09:30:01.450,484715,23.75,300,Bid
SZ.000001,2021-05-19 09:30:01.460,484774,25.0,200,Ask
SZ.000001,2021-05-19 09:30:01.460,484792,25.5,200,Ask
SZ.000001,2021-05-19 09:30:01.460,484938,23.87,400,Bid
SZ.000001,2021-05-19 09:30:01.470,485409,26.0,200,Ask
SZ.000001,2021-05-19 09:30:01.470,485484,23.79,100,Ask
SZ.000001,2021-05-19 09:30:01.470,485708,23.85,600,Ask
SZ.000001,2021-05-19 09:30:01.480,485737,23.1,100,Bid
SZ.000001,2021-05-19 09:30:01.490,486641,24.08,2000,Ask
SZ.000001,2021-05-19 09:30:01.500,486956,23.65,100,Bid
SZ.000001,2021-05-19 09:30:01.500,486987,23.44,100,Bid
SZ.000001,2021-05-19 09:30:01.500,487281,23.54,4500,Bid
SZ.000001,2021-05-19 09:30:01.510,487464,24.5,1400,Ask
SZ.000001,2021-05-19 09:30:01.510,487530,23.84,100,Ask
SZ.000001,2021-05-19 09:30:01.510,487892,23.81,1000,Bid
SZ.000001,2021-05-19 09:30:01.510,487922,23.88,10000,Ask
SZ.000001,2021-05-19 09:30:01.540,489226,24.42,100,Ask
SZ.000001,2021-05-19 09:30:01.550,489588,26.29,380,Ask
SZ.000001,2021-05-19 09:30:01.550,489704,23.8,1300,Ask
SZ.000001,2021-05-19 09:30:01.550,489780,23.6,700,Bid
SZ.000001,2021-05-19 09:30:01.570,490479,23.42,600,Bid
SZ.000001,2021-05-19 09:30:01.580,491142,23.5,6000,Bid
SZ.000001,2021-05-19 09:30:01.590,491239,23.7,100,Bid
SZ.000001,2021-05-19 09:30:01.590,491311,24.5,100,Ask
SZ.000001,2021-05-19 09:30:01.590,491385,24.3,200,Ask
SZ.000001,2021-05-19 09:30:01.590,491604,23.5,200,Bid
SZ.000001,2021-05-19 09:30:01.590,491660,23.85,200,Ask
SZ.000001,2021-05-19 09:30:01.600,491846,23.82,200,Ask
SZ.000001,2021-05-19 09:30:01.600,491902,25.0,400,Ask
SZ.000001,2021-05-19 09:30:01.610,492279,22.21,3000,Ask
SZ.000001,2021-05-19 09:30:01.610,492540,23.99,200,Ask
SZ.000001,2021-05-19 09:30:01.610,492613,24.48,600,Ask
SZ.000001,2021-05-19 09:30:01.610,492638,23.85,900,Bid
SZ.000001,2021-05-19 09:30:01.620,492774,23.18,30000,Bid
SZ.000001,2021-05-19 09:30:01.620,492779,24.5,2000,Ask
SZ.000001,2021-05-19 09:30:01.640,493687,23.8,200,Bid
SZ.000001,2021-05-19 09:30:01.640,494152,23.8,1100,Ask
SZ.000001,2021-05-19 09:30:01.640,494158,24.0,800,Ask
SZ.000001,2021-05-19 09:30:01.640,494199,23.82,200,Ask
SZ.000001,2021-05-19 09:30:01.650,494574,22.7,6500,Bid
SZ.000001,2021-05-19 09:30:01.650,494583,24.3,6500,Ask
SZ.000001,2021-05-19 09:30:01.670,495677,23.61,1000,Bid
SZ.000001,2021-05-19 09:30:01.690,496652,24.2,500,Ask
SZ.000001,2021-05-19 09:30:01.720,498348,23.0,100,Bid
SZ.000001,2021-05-19 09:30:01.730,498710,23.77,100,Bid
SZ.000001,2021-05-19 09:30:01.730,498862,23.68,100,Bid
SZ.000001,2021-05-19 09:30:01.750,499541,23.66,100,Bid
SZ.000001,2021-05-19 09:30:01.750,499747,23.8,1000,Bid
SZ.000001,2021-05-19 09:30:01.770,500846,23.99,500,Ask
SZ.000001,2021-05-19 09:30:01.790,501647,23.02,100,Bid
SZ.000001,2021-05-19 09:30:01.800,501809,23.82,100,Bid
SZ.000001,2021-05-19 09:30:01.800,501858,23.6,10000,Bid
SZ.000001,2021-05-19 09:30:01.820,502631,23.83,2000,Bid
SZ.000001,2021-05-19 09:30:01.840,503145,22.6,200,Bid
SZ.000001,2021-05-19 09:30:01.840,503295,23.81,3000,Ask
SZ.000001,2021-05-19 09:30:01.840,503377,23.32,200,Bid
SZ.000001,2021-05-19 09:30:01.860,504228,23.0,1000,Bid
SZ.000001,2021-05-19 09:30:01.870,504600,24.11,1200,Ask
SZ.000001,2021-05-19 09:30:01.890,505291,23.9,2200,Bid
SZ.000001,2021-05-19 09:30:01.890,505582,23.74,800,Ask
SZ.000001,2021-05-19 09:30:01.920,506868,24.02,500,Ask
SZ.000001,2021-05-19 09:30:01.920,506902,24.2,300,Ask
SZ.000001,2021-05-19 09:30:01.930,507188,24.08,500,Ask
SZ.000001,2021-05-19 09:30:01.940,507470,23.82,1100,Ask
SZ.000001,2021-05-19 09:30:01.960,508428,23.74,800,Ask
SZ.000001,2021-05-19 09:30:01.960,508642,23.0,2000,Bid
SZ.000001,2021-05-19 09:30:01.970,508832,23.71,2000,Bid
SZ.000001,2021-05-19 09:30:01.980,509158,23.74,200,Bid
SZ.000001,2021-05-19 09:30:01.980,509304,23.8,6700,Ask
SZ.000001,2021-05-19 09:30:02.020,510624,23.32,8300,Bid
SZ.000001,2021-05-19 09:30:02.020,510747,24.19,800,Ask
SZ.000001,2021-05-19 09:30:02.020,510820,23.55,2100,Bid
SZ.000001,2021-05-19 09:30:02.030,511527,23.82,100,Ask
SZ.000001,2021-05-19 09:30:02.040,511901,23.52,100,Bid
SZ.000001,2021-05-19 09:30:02.050,512337,23.81,200,Ask
SZ.000001,2021-05-19 09:30:02.050,512376,23.82,1000,Ask
SZ.000001,2021-05-19 09:30:02.060,512766,23.98,100,Ask
SZ.000001,2021-05-19 09:30:02.060,512868,23.82,500,Ask
SZ.000001,2021-05-19 09:30:02.100,514665,24.9,1000,Ask
SZ.000001,2021-05-19 09:30:02.100,514939,23.35,1500,Bid
SZ.000001,2021-05-19 09:30:02.100,514964,26.29,200,Ask
SZ.000001,2021-05-19 09:30:02.100,514966,22.9,2000,Bid
